X,Y
-2.44417880493629,1.91813620838306
-2.44338960376795,1.9081999958341096
-2.44274367010655,1.8982534422597697
-2.44224113809482,1.8882986132869
-2.4418821120949,1.8783375762608896
-2.44166666666667,1.86837239981641
-2.44166666666667,1.86002604432205
-2.44166666666667,1.8516796888276896
-2.44166666666667,1.84333333333333
-2.44166666666667,1.83333333333333
-2.44166666666667,1.82333333333333
-2.44166666666667,1.81333333333333
-2.44166666666667,1.80333333333333
-2.44166666666667,1.79333333333333
-2.44166666666667,1.78333333333333
-2.44166666666667,1.77333333333333
-2.44166666666667,1.76333333333333
-2.44166666666667,1.75333333333333
-2.44166666666667,1.74333333333333
-2.44166666666667,1.73333333333333
-2.44166666666667,1.72333333333333
-2.44166666666667,1.71333333333333
-2.44166666666667,1.70333333333333
-2.44166666666667,1.69333333333333
-2.44166666666667,1.68333333333333
-2.44166666666667,1.67333333333333
-2.44166666666667,1.66333333333333
-2.44166666666667,1.65333333333333
-2.44166666666667,1.64333333333333
-2.44166666666667,1.63333333333333
-2.44166666666667,1.62333333333333
-2.44166666666667,1.61333333333333
-2.44166666666667,1.60333333333333
-2.44166666666667,1.59333333333333
-2.44166666666667,1.58333333333333
-2.44166666666667,1.57333333333333
-2.44166666666667,1.56333333333333
-2.44166666666667,1.55333333333333
-2.44166666666667,1.54333333333333
-2.44166666666667,1.53333333333333
-2.44166666666667,1.52333333333333
-2.44166666666667,1.51333333333333
-2.44166666666667,1.50333333333333
-2.44166666666667,1.49333333333333
-2.44166666666667,1.48333333333333
-2.44166666666667,1.47333333333333
-2.44166666666667,1.46333333333333
-2.44166666666667,1.45333333333333
-2.44166666666667,1.44333333333333
-2.44166666666667,1.43333333333333
-2.44166666666667,1.42333333333333
-2.44166666666667,1.41333333333333
-2.44166666666667,1.40333333333333
-2.44166666666667,1.39333333333333
-2.44166666666667,1.38333333333333
-2.44166666666667,1.37333333333333
-2.44166666666667,1.36333333333333
-2.44166666666667,1.35333333333333
-2.44166666666667,1.34333333333333
-2.44166666666667,1.33333333333333
-2.44166666666667,1.32333333333333
-2.44166666666667,1.31333333333333
-2.44166666666667,1.30333333333333
-2.44166666666667,1.29333333333333
-2.44166666666667,1.28333333333333
-2.44166666666667,1.27333333333333
-2.44166666666667,1.26333333333333
-2.44166666666667,1.25333333333333
-2.44166666666667,1.24333333333333
-2.44166666666667,1.23333333333333
-2.44166666666667,1.22333333333333
-2.44166666666667,1.21333333333333
-2.44166666666667,1.20333333333333
-2.44166666666667,1.19333333333333
-2.44166666666667,1.18333333333333
-2.44166666666667,1.17333333333333
-2.44166666666667,1.16333333333333
-2.44166666666667,1.15333333333333
-2.44166666666667,1.14333333333333
-2.44166666666667,1.13333333333333
-2.44166666666667,1.12666666666667
-2.44166666666667,1.11666666666667
-2.44166666666667,1.10666666666667
-2.44166666666667,1.09666666666667
-2.44166666666667,1.08666666666667
-2.44166666666667,1.07666666666667
-2.44166666666667,1.06666666666667
-2.44166666666667,1.05666666666667
-2.44166666666667,1.04666666666667
-2.44166666666667,1.03666666666667
-2.44166666666667,1.02666666666667
-2.44166666666667,1.01666666666667
-2.44166666666667,1.00666666666667
-2.44166666666667,0.996666666666667
-2.44166666666667,0.986666666666667
-2.44166666666667,0.976666666666667
-2.44166666666667,0.966666666666667
-2.44166666666667,0.956666666666667
-2.44166666666667,0.946666666666667
-2.44166666666667,0.936666666666667
-2.44166666666667,0.926666666666667
-2.44166666666667,0.916666666666667
-2.44166666666667,0.906666666666667
-2.44166666666667,0.896666666666667
-2.44166666666667,0.886666666666667
-2.44166666666667,0.876666666666667
-2.44166666666667,0.866666666666667
-2.44166666666667,0.856666666666667
-2.44166666666667,0.846666666666667
-2.44166666666667,0.836666666666667
-2.44166666666667,0.826666666666667
-2.44166666666667,0.816666666666667
-2.44127981715903,0.80671848185572
-2.44111927483074,0.79677144857064
-2.44085172493162,0.786826718204001
-2.4404771984312,0.776885441881811
-2.4399957386818,0.766948770330261
-2.43940740141353,0.757017853742532
-2.43871225472782,0.747093841645653
-2.43791037908953,0.737177882767441
-2.43700186731767,0.727271124903536
-2.43598682457461,0.717374714784537
-2.43486536835394,0.707489797943268
-2.43363762846688,0.69761751858218
-2.4323037470272,0.687759019440904
-2.43086387843484,0.677915441663978
-2.42931818935797,0.668087924668758
-2.42766685871377,0.658277606013527
-2.42591007764764,0.648485621265818
-2.42404804951115,0.638713103870972
-2.42208098983843,0.628961185020939
-2.4200091263213,0.619230993523335
-2.41783269878284,0.609523655670788
-2.41555195914967,0.599840295110561
-2.41316717142279,0.590182032714488
-2.41067861164701,0.580549986449232
-2.40808656787899,0.570945271246878
-2.40539134015392,0.561368998875874
-2.40259324045076,0.551822277812344
-2.39969259265616,0.542306213111779
-2.39668973252694,0.532821906281124
-2.39358500765125,0.523370455151273
-2.39037877740833,0.513952953749999
-2.38707141292688,0.50457049217531
-2.38366329704215,0.495224156469274
-2.3801548242516,0.485915028492303
-2.37654640066923,0.476644185797928
-2.37283844397858,0.467412701508067
-2.3690313833844,0.45822164418881
-2.36512565956292,0.44907207772673
-2.3611217246109,0.439965061205735
-2.35702004199326,0.430901648784478
-2.35282108648944,0.421882889574332
-2.34852534413844,0.412909827517959
-2.34413331218258,0.403983501268466
-2.33964549900993,0.395104944069178
-2.33506242409545,0.386275183634044
-2.33038461794086,0.377495242028668
-2.32561262201328,0.368766135552009
-2.3207469886825,0.360088874618741
-2.31578828115705,0.351464463642292
-2.31073707341903,0.342893900918584
-2.30559395015765,0.334378178510476
-2.30035950670157,0.325918282132932
-2.29503434894997,0.31751519103892
-2.28961909330243,0.309169877906063
-2.28411436658757,0.300883308724049
-2.27852080599048,0.292656442682813
-2.27283905897902,0.284490232061515
-2.26706978322881,0.276385622118302
-2.26121364654712,0.2683435509809
-2.25527132679559,0.260364949538022
-2.24924351181177,0.252450741331609
-2.24313089932945,0.244601842449939
-2.23693419689796,0.236819161421576
-2.23065412180023,0.229103599110216
-2.22429140096976,0.221456048610402
-2.21784677090651,0.21387739514415
-2.21132097759162,0.206368515958484
-2.20471477640105,0.198930280223886
-2.19802893201819,0.191563548933696
-2.19126421834531,0.184269174804443
-2.18442141841396,0.177048002177147
-2.17750132429439,0.169900866919577
-2.17050473700383,0.162828596329506
-2.16343246641376,0.155832009038942
-2.15628533115619,0.148911914919375
-2.14906415852889,0.142069114988028
-2.14176978439964,0.13530440131514
-2.13440305310945,0.128618556932282
-2.12696481737485,0.122012355741717
-2.11945593818918,0.115486562426823
-2.11187728472293,0.109041932363573
-2.10422973422312,0.102679211533106
-2.09651417191176,0.0963991364353718
-2.08873149088339,0.0902024340038822
-2.08088259200172,0.0840898215215656
-2.07296838379531,0.0780620065377411
-2.06498978235243,0.0721196867862173
-2.05694771121503,0.0662635501045269
-2.04884310127182,0.0604942743543099
-2.04067689065052,0.0548125273428482
-2.03245002460928,0.0492189667457655
-2.02416345542727,0.0437142400309006
-2.01581814229441,0.0382989843833594
-2.0074150512004,0.0329738266317621
-1.99895515482286,0.0277393831756843
-1.99043943241475,0.0225962599143075
-1.98186886969104,0.0175450521762856
-1.97324445871459,0.0125863446508337
-1.96456719778132,0.0077207113200488
-1.95583809130467,0.0029487153924709
-1.94705814969929,-0.0017290907621115
-1.93822838926415,-0.0063121656765978
-1.92934983206487,-0.0107999788492513
-1.92042350581537,-0.0151920108051076
-1.911450443759,-0.0194877531561042
-1.90243168454886,-0.023686708659927
-1.8933682721276,-0.0277883912775682
-1.8842612556066,-0.0317923262295861
-1.87511168914452,-0.0356980500510616
-1.86592063182527,-0.0395051106452464
-1.85668914753541,-0.043213067335893
-1.84741830484103,-0.0468214909182648
-1.83810917686406,-0.0503299637088171
-1.82876284115802,-0.0537380795935459
-1.81938037958333,-0.0570454440749949
-1.80996287818206,-0.0602516743179213
-1.80051142705221,-0.0633563991936085
-1.79102712022155,-0.066359259322826
-1.78151105552099,-0.069259907117428
-1.77196433445746,-0.0720580068205874
-1.76238806208646,-0.0747532345456611
-1.7527833468841,-0.0773452783136799
-1.74315130061885,-0.0798338380894612
-1.73349303822277,-0.0822186258163387
-1.72380967766254,-0.0844993654495055
-1.71410233981,-0.0866757929879673
-1.70437214831239,-0.0887476565051006
-1.69462022946236,-0.0907147161778147
-1.68484771206752,-0.0925767443143105
-1.67505572731981,-0.0943335253804373
-1.66524540866457,-0.0959848560246415
-1.65541789166936,-0.097530545101504
-1.64557431389243,-0.0989704136938671
-1.63571581475115,-0.100304295133543
-1.62584353539006,-0.101532035020609
-1.6159586185488,-0.102653491241274
-1.6060622084298,-0.103668533984336
-1.59615545056589,-0.104577045756201
-1.58623949168768,-0.105378921394488
-1.5763154795908,-0.106074068080199
-1.56638456300307,-0.106662405348466
-1.55644789145152,-0.107143865097862
-1.54650661512933,-0.107518391598284
-1.53656188476269,-0.107785941497406
-1.52661485147761,-0.107946483825695
-1.51,-0.108333333333333
-1.5,-0.108333333333333
-1.49,-0.108333333333333
-1.48,-0.108333333333333
-1.47,-0.108333333333333
-1.46,-0.108333333333333
-1.45,-0.108333333333333
-1.44,-0.108333333333333
-1.43,-0.108333333333333
-1.42,-0.108333333333333
-1.41,-0.108333333333333
-1.4,-0.108333333333333
-1.39,-0.108333333333333
-1.38,-0.108333333333333
-1.37,-0.108333333333333
-1.36,-0.108333333333333
-1.35,-0.108333333333333
-1.34,-0.108333333333333
-1.33,-0.108333333333333
-1.32,-0.108333333333333
-1.31,-0.108333333333333
-1.3,-0.108333333333333
-1.29,-0.108333333333333
-1.28,-0.108333333333333
-1.27,-0.108333333333333
-1.26,-0.108333333333333
-1.25,-0.108333333333333
-1.24,-0.108333333333333
-1.23,-0.108333333333333
-1.22,-0.108333333333333
-1.21,-0.108333333333333
-1.2,-0.108333333333333
-1.19086666666667,-0.108333333333333
-1.18086666666667,-0.108333333333333
-1.17086666666667,-0.108333333333333
-1.16086666666667,-0.108333333333333
-1.15086666666667,-0.108333333333333
-1.14086666666667,-0.108333333333333
-1.13086666666667,-0.108333333333333
-1.12086666666667,-0.108333333333333
-1.11086666666667,-0.108333333333333
-1.10086666666667,-0.108333333333333
-1.09086666666667,-0.108333333333333
-1.08086666666667,-0.108333333333333
-1.07086666666667,-0.108333333333333
-1.06086666666667,-0.108333333333333
-1.05086666666667,-0.108333333333333
-1.04086666666667,-0.108333333333333
-1.03086666666667,-0.108333333333333
-1.02086666666667,-0.108333333333333
-1.01086666666667,-0.108333333333333
-1.00086666666667,-0.108333333333333
-0.990866666666667,-0.108333333333333
-0.980866666666667,-0.108333333333333
-0.970866666666667,-0.108333333333333
-0.960866666666667,-0.108333333333333
-0.950866666666667,-0.108333333333333
-0.940866666666667,-0.108333333333333
-0.930866666666667,-0.108333333333333
-0.920866666666667,-0.108333333333333
-0.910866666666667,-0.108333333333333
-0.900866666666667,-0.108333333333333
-0.890866666666666,-0.108333333333333
-0.880866666666667,-0.108333333333333
-0.870866666666667,-0.108333333333333
-0.860866666666667,-0.108333333333333
-0.850866666666667,-0.108333333333333
-0.840866666666667,-0.108333333333333
-0.830866666666667,-0.108333333333333
-0.820866666666667,-0.108333333333333
-0.810866666666667,-0.108333333333333
-0.800866666666667,-0.108333333333333
-0.790866666666666,-0.108333333333333
-0.780866666666667,-0.108333333333333
-0.770866666666667,-0.108333333333333
-0.760866666666667,-0.108333333333333
-0.750866666666667,-0.108333333333333
-0.740866666666667,-0.108333333333333
-0.730866666666667,-0.108333333333333
-0.720866666666667,-0.108333333333333
-0.710866666666667,-0.108333333333333
-0.700866666666667,-0.108333333333333
-0.690866666666667,-0.108333333333333
-0.680866666666667,-0.108333333333333
-0.670866666666667,-0.108333333333333
-0.660866666666667,-0.108333333333333
-0.650866666666667,-0.108333333333333
-0.640866666666666,-0.108333333333333
-0.630866666666667,-0.108333333333333
-0.620866666666667,-0.108333333333333
-0.610866666666667,-0.108333333333333
-0.600866666666667,-0.108333333333333
-0.590866666666667,-0.108333333333333
-0.580866666666667,-0.108333333333333
-0.570866666666667,-0.108333333333333
-0.560866666666667,-0.108333333333333
-0.550866666666667,-0.108333333333333
-0.540866666666666,-0.108333333333333
-0.530866666666667,-0.108333333333333
-0.520866666666667,-0.108333333333333
-0.510866666666667,-0.108333333333333
-0.500866666666667,-0.108333333333333
-0.490866666666667,-0.108333333333333
-0.480866666666667,-0.108333333333333
-0.470866666666667,-0.108333333333333
-0.460866666666667,-0.108333333333333
-0.450866666666667,-0.108333333333333
-0.440866666666667,-0.108333333333333
-0.430866666666667,-0.108333333333333
-0.420866666666667,-0.108333333333333
-0.410866666666667,-0.108333333333333
-0.400866666666667,-0.108333333333333
-0.390866666666667,-0.108333333333333
-0.380866666666667,-0.108333333333333
-0.370866666666667,-0.108333333333333
-0.360866666666667,-0.108333333333333
-0.350866666666667,-0.108333333333333
-0.340866666666667,-0.108333333333333
-0.330866666666667,-0.108333333333333
-0.320866666666667,-0.108333333333333
-0.310866666666667,-0.108333333333333
-0.300866666666667,-0.108333333333333
-0.290866666666666,-0.108333333333333
-0.280866666666667,-0.108333333333333
-0.270866666666667,-0.108333333333333
-0.260866666666667,-0.108333333333333
-0.250866666666667,-0.108333333333333
-0.240866666666667,-0.108333333333333
-0.230866666666667,-0.108333333333333
-0.220866666666667,-0.108333333333333
-0.210866666666667,-0.108333333333333
-0.200866666666667,-0.108333333333333
-0.190866666666667,-0.108333333333333
-0.180866666666667,-0.108333333333333
-0.170866666666667,-0.108333333333333
-0.160866666666667,-0.108333333333333
-0.150866666666667,-0.108333333333333
-0.140866666666667,-0.108333333333333
-0.130866666666667,-0.108333333333333
-0.120866666666667,-0.108333333333333
-0.110866666666667,-0.108333333333333
-0.100866666666667,-0.108333333333333
-0.0908666666666666,-0.108333333333333
-0.0808666666666666,-0.108333333333333
-0.0708666666666666,-0.108333333333333
-0.0608666666666666,-0.108333333333333
-0.0508666666666667,-0.108333333333333
-0.0408666666666666,-0.108333333333333
-0.0308666666666666,-0.108333333333333
-0.0208666666666666,-0.108333333333333
-0.0108666666666667,-0.108333333333333
-0.0008666666666666,-0.108333333333333
0.0091333333333333,-0.108333333333333
0.0191333333333334,-0.108333333333333
0.0291333333333334,-0.108333333333333
0.0391333333333333,-0.108333333333333
0.0491333333333333,-0.108333333333333
0.0591333333333334,-0.108333333333333
0.0691333333333334,-0.108333333333333
0.0791333333333334,-0.108333333333333
0.0891333333333333,-0.108333333333333
0.0991333333333333,-0.108333333333333
0.109133333333333,-0.108333333333333
0.119133333333333,-0.108333333333333
0.129133333333333,-0.108333333333333
0.139133333333333,-0.108333333333333
0.149133333333333,-0.108333333333333
0.159133333333333,-0.108333333333333
0.169133333333333,-0.108333333333333
0.179133333333333,-0.108333333333333
0.189133333333333,-0.108333333333333
0.199133333333333,-0.108333333333333
0.209133333333333,-0.108333333333333
0.219133333333333,-0.108333333333333
0.229133333333333,-0.108333333333333
0.239133333333333,-0.108333333333333
0.249133333333333,-0.108333333333333
0.259133333333333,-0.108333333333333
0.269133333333333,-0.108333333333333
0.279133333333333,-0.108333333333333
0.289133333333333,-0.108333333333333
0.299133333333333,-0.108333333333333
0.309133333333333,-0.108333333333333
0.319133333333333,-0.108333333333333
0.329133333333333,-0.108333333333333
0.339133333333333,-0.108333333333333
0.349133333333333,-0.108333333333333
0.359133333333333,-0.108333333333333
0.369133333333333,-0.108333333333333
0.379133333333333,-0.108333333333333
0.389133333333333,-0.108333333333333
0.399133333333333,-0.108333333333333
0.409133333333333,-0.108333333333333
0.419133333333333,-0.108333333333333
0.429133333333333,-0.108333333333333
0.439133333333333,-0.108333333333333
0.449133333333333,-0.108333333333333
0.459133333333333,-0.108333333333333
0.469133333333333,-0.108333333333333
0.479133333333333,-0.108333333333333
0.489133333333333,-0.108333333333333
0.499133333333333,-0.108333333333333
0.509133333333333,-0.108333333333333
0.519133333333333,-0.108333333333333
0.529133333333333,-0.108333333333333
0.539133333333333,-0.108333333333333
0.549133333333333,-0.108333333333333
0.559133333333333,-0.108333333333333
0.569133333333333,-0.108333333333333
0.579133333333333,-0.108333333333333
0.589133333333333,-0.108333333333333
0.599133333333333,-0.108333333333333
0.6064495098460505,-0.1084412696506155
0.6164388695647848,-0.1088851095395062
0.6264062350075269,-0.1096829317405395
0.6363398073840146,-0.1108273827207509
0.6462286125650282,-0.1123099531563819
0.6560625795482041,-0.1141211731113187
0.6658325882079037,-0.1162508070467061
0.6755304889559061,-0.1186880423604125
0.6851490978225988,-0.1214216664553911
0.6946821709707786,-0.1244402286868375
0.704124362820563,-0.1277321848296516
0.7134711718583302,-0.1312860228618046
0.7227188778967105,-0.1350903698288741
0.7318644741162635,-0.1391340803208267
0.7409055967140978,-0.1434063076561877
0.7498404544601206,-0.1478965592481383
0.758667759954872,-0.1525947378478093
0.7673866639189317,-0.1574911704519639
0.7759966934371825,-0.1625766266553506
0.7844976947380186,-0.1678423281499019
0.7928897808080607,-0.1732799509474787
0.8011732839231429,-0.1788816217495513
0.8093487130099087,-0.1846399097212214
0.8174167156317417,-0.1905478147595575
0.8253780443101624,-0.19659875318515
0.8332335268407848,-0.2027865416361449
0.8409837276382606,-0.2091057566076884
0.8486270994140174,-0.2155537783406179
0.8561672487450812,-0.2221221667196583
0.8636050994601877,-0.228806149843074
0.8709415478239484,-0.2356012699365753
0.8781774490477505,-0.2425033660042222
0.8853136053734215,-0.2495085572047794
0.892350755439002,-0.256613227058823
0.8992895646573666,-0.2638140085572942
0.9061295100102358,-0.2711087930865739
0.912870202687124,-0.2784953794894738
0.9195141485102404,-0.2859690805435445
0.9260616535432707,-0.2935273997649061
0.932512909060135,-0.301168030281684
0.938867983520832,-0.3088888454815339
0.9451268140771,-0.3166878905810594
0.9512891974055034,-0.3245633750884423
0.9573547796563608,-0.3325136661292472
0.9633230452924918,-0.3405372826046172
0.9691933045714668,-0.3486328901505467
0.9749646793980776,-0.356799296866155
0.980635834968964,-0.3650356211937796
0.9862056175394258,-0.3733408324083055
0.9916730011292448,-0.381713805470513
0.997036211747377,-0.3901538848257
1.0021215976953,-0.398754123873146
1.0073174325682,-0.407288089064435
1.01262285280631,-0.415754362034847
1.01803697663656,-0.424151535670263
1.02355890421904,-0.432478214341037
1.02918771779666,-0.440733014133944
1.03492248184759,-0.448914563082199
1.04076224324081,-0.457021501393474
1.04670603139449,-0.465052481675902
1.05275285843731,-0.473006169162016
1.05890171937265,-0.480881241930589
1.06515159224564,-0.488676391126342
1.07150143831296,-0.49639032117748
1.07795020221554,-0.504021750011016
1.08449681215393,-0.511569409265856
1.09114018006643,-0.519032044503602
1.09787920180997,-0.526408415417048
1.10471275734355,-0.533697296036313
1.11163971091449,-0.540897474932608
1.12576919173406,-0.555026955752177
1.13296937063035,-0.561953909323112
1.14025825124962,-0.568787464856701
1.14763462216306,-0.575526486600235
1.15509725740081,-0.582169854512739
1.16264491665565,-0.588716464451125
1.17027634548919,-0.595165228353705
1.17799027554032,-0.601515074421027
1.18578542473608,-0.607764947294013
1.19366049750465,-0.61391380822936
1.20161418499076,-0.61996063527218
1.20964516527319,-0.625904423425858
1.21775210358447,-0.631744184819076
1.22593365253272,-0.637478948870007
1.23418845232563,-0.643107762447623
1.2425151309964,-0.648629690030111
1.25091230463182,-0.654043813860354
1.25937857760223,-0.659349234098471
1.26791254279352,-0.664545068971368
1.284444030406728,-0.6746679509920044
1.2928190177235974,-0.6801322158227671
1.301124690790982,-0.685701274946092
1.3093603059017749,-0.6913734231726558
1.3175249885590776,-0.6971472051819433
1.325617731124349,-0.7030213939241168
1.3336373899031737,-0.7089949717170569
1.341582681616617,-0.7150671136412726
1.3494521792133478,-0.721237172887384
1.3572441460162337,-0.7275048652626304
1.3649561195092823,-0.7338707217010209
1.3725869674921345,-0.7403335897718684
1.3801346299135338,-0.7468934082752434
1.3875968707909068,-0.7535502405340125
1.3949709007483544,-0.760304662844956
1.4022533410890234,-0.7671577277879676
1.4094423759507149,-0.7741086999604526
1.4165349687071658,-0.7811580478204173
1.423527854361872,-0.7883063225368954
1.4304160210564645,-0.7955555565903358
1.4371968914949835,-0.8029052338846955
1.4438666478657811,-0.8103558813825296
1.4504209755682953,-0.8179082713672363
1.456854643713558,-0.8255637122260658
1.463162100216736,-0.8333234570760021
1.4693392463922086,-0.8411873096413885
1.4753804706926017,-0.849156043997249
1.4812797936252766,-0.857230389335709
1.4870308513593795,-0.8654110052128762
1.4926255376308266,-0.8736993400008739
1.4980578049625135,-0.8820949960522441
1.5033203138845528,-0.8905980632309775
1.5084050516686855,-0.8992085939478474
1.5133035700803137,-0.907926392178874
1.5180069863426249,-0.9167509647126378
1.5225059905852132,-0.9256814678802412
1.526790861198496,-0.934716649993688
1.5308514896377554,-0.9438547899586308
1.5346774163058872,-0.9530936328241164
1.538257879171856,-0.962430323386263
1.5415818767287928,-0.9718613393709816
1.544638246735469,-0.9813824261726298
1.5474157618905453,-0.990988535601955
1.5499032431357151,-1.0006737715687806
1.5520896906528243,-1.0104313460523804
1.5539644318035437,-1.0202535490442228
1.555517284267196,-1.0301317363238358
1.5567387314940604,-1.0400563388847266
1.5576201063656676,-1.0500168975021944
1.558153777726326,-1.0600021252796896
1.55833333333333,-1.07
1.55833333333333,-1.08
1.55833333333333,-1.09
1.55833333333333,-1.1
1.55833333333333,-1.11
1.55833333333333,-1.12
1.55833333333333,-1.13
1.55833333333333,-1.14
1.55833333333333,-1.15
1.55833333333333,-1.16
1.55833333333333,-1.17
1.55833333333333,-1.18
1.55833333333333,-1.19
1.55833333333333,-1.2
1.55833333333333,-1.21
1.55833333333333,-1.22
1.55833333333333,-1.23
1.55833333333333,-1.24
1.55833333333333,-1.25
1.55833333333333,-1.26
1.55833333333333,-1.27
1.55833333333333,-1.28
1.55833333333333,-1.29
1.55833333333333,-1.3
1.55833333333333,-1.31
1.55833333333333,-1.32
1.55833333333333,-1.33
1.55833333333333,-1.34
1.55833333333333,-1.35
1.55833333333333,-1.36
1.55833333333333,-1.37
1.55833333333333,-1.38
1.55833333333333,-1.39
1.55833333333333,-1.4
1.55833333333333,-1.41
1.55833333333333,-1.42
1.55833333333333,-1.43
1.55833333333333,-1.44
1.55833333333333,-1.45
1.55833333333333,-1.46
1.55833333333333,-1.47
1.55833333333333,-1.48
1.55833333333333,-1.49
1.55833333333333,-1.5
1.55833333333333,-1.51
1.55833333333333,-1.52
1.55833333333333,-1.53
1.55833333333333,-1.54
1.55833333333333,-1.55
1.55833333333333,-1.56
1.55833333333333,-1.57
1.55833333333333,-1.58
1.55833333333333,-1.59
1.55833333333333,-1.6
1.55833333333333,-1.61
1.55833333333333,-1.62
1.55833333333333,-1.63
1.55833333333333,-1.64
1.55833333333333,-1.65
1.55833333333333,-1.66
1.55833333333333,-1.67
1.55833333333333,-1.68
1.55833333333333,-1.69
1.55833333333333,-1.7
1.55833333333333,-1.71
1.55833333333333,-1.72
1.55833333333333,-1.73
1.55833333333333,-1.74
1.55833333333333,-1.75
